,0,1
1530,جنده جان جای این استوریای عنت یه استوری برای زهره میذاشتی ,"""تنفر"""
1531,دمت گرم مرسی ک هستی خوبه حداقل تو هستی که یه سری آدمای احمق مردم و خر فرض نکنن,"""تنفر"""
1532,قبلی هم ریحانه پارسا بود که گاییدش تتلو,"""تنفر"""
1533,مگه از سمیرا خوشگل ترم هست,"""غیرتنفر"""
1534,همیشه عاشق باشید و خوشبخت,"""غیرتنفر"""
1535,اگه خاله شادونه‌ام رفت پیش تتلو اصلا تعجب نکنیو,"""غیرتنفر"""
1536,این یارو کیه که سیستم متکثر آمریکا و دیکتاتوری بعد نظام فقیه مطلقه رو دموکراسی احمق تخم حروم مرزهای توهم توحشو همه رو یکجا سرکشیدی,"""تنفر"""
1537,مبارک باشه میگن با مدار رنگی رل زدی,"""تنفر"""
1538,سلام صبح بخیر کرکره کامنتو میدم بالا,"""غیرتنفر"""
1539,خدایی یه سوال دارمحالت به هم نمیخوره تو صورتش نگاه میکنی با اون قیافه آفتابپرستی که ساعته واسه خودش,"""تنفر"""
1540,هنوزم باورم نمیشه که رفته تازه داشتم کم کم به فیلماش علاقمند میشدم اگر واقعیت داشته باشه که واقعا صد حیف بعد از این همه سابقه بازیگری,"""غیرتنفر"""
1541,فرشته بانو با این قد و بالایی که شما داری و این زیبای نچرالی که شما داری میتونی بعنوان دختر شایسته سال انتخاب بشی شک نکن,"""غیرتنفر"""
1542,ای کاش به خودت بیای و قدر خودتو بفهمی دلتو بخدا بسپار,"""غیرتنفر"""
1543,عزیزدلم بمونید تا ابد کنارهم شاد و سلامت,"""غیرتنفر"""
1544,باید این طرف که داره در مورد فیلترینگ زر میزنه به صلیب کشید طرف با مفت خوری چربی فقط جمع کرده,"""تنفر"""
1545,اونایی که از نسل اریایی و نوادگان کوروش هستن و فوضولی تو کار بقیه از جمله خانم قریشی رو عیب میدونند لایک کنند ببینم چند نفریم,"""غیرتنفر"""
1546,پوتینو اینجوری مسخره میکردن غهر میکرد میرفت اینا چقد پروعن,"""تنفر"""
1547,طلبه آخوند غده سرطانی مملکت ایران که امیدوارم بزودی جراحی بشن و نسلشون برای ابد منقرض بشه,"""تنفر"""
1548,رفتی پیش تتل بگو سام بادی گیومی,"""غیرتنفر"""
1549,نفت در اومده یا چی,"""تنفر"""
1550,این یارو مادر فیلترینگ جهان رو چیز کرده,"""تنفر"""
1551,چه گوشت حقی میزنه تتلو,"""تنفر"""
1552,سحر خانم قریشی با سلطان خوش میگذره,"""غیرتنفر"""
1553,راسته میگن سحرباتتلوازدواج کرده الان ترکیس,"""غیرتنفر"""
1554,سرزمینت همون جاست که داری زندگی میکنیتو و امثال تو خودتونو نچسبونین به ایرانچون اگه ایرانی بودین همین جا میموندین تا شاید با هم کاری میکردیم که هممون از این خراب شده نجات پیدا میکردیمنه این که چون شماها وضعتون خوب بود و شرایطشو داشتین از این جهنم رفتین اونور آب و حالا نشستین واسه مردم ایران دل میسوزونین و ادای روشنفکرهارو در میارین,"""تنفر"""
1555,دستش چی شده پیشی کوچولو,"""غیرتنفر"""
1556,توام دیدی توی ایران همچین خری نیست که صاحب ثروتش بشی رفتی اونو دادی به باد به تتل که خوشبخت بشی چه کارها که پول نمیکنه با ادم عجب تتل سحر ثروت تن فروشی,"""تنفر"""
1557,همین مونده بود بشی دسمالی تتلو هولبدبخت,"""تنفر"""
1558,بهترین‌ها براتون همیشه حال دلتون خوب باشه ما ایرانیا عادت داریم عقده هامونو جار بزنیم چون نه موقعیت شمارو داریم که اگه داشتیم خیلی وقته جایی که شاماها بودین بودیم,"""غیرتنفر"""
1559,عکسای خوب بگیرید بابا این چیه هردوتاتونم بد افتادید,"""تنفر"""
1560,چکار میکینی افغانی  کیلویی,"""تنفر"""
1561,بابا یک مالی هم نیستی که ساخته شده باشی,"""تنفر"""
1562,روزی رو میبینم که با تتلو بهم زدین و شرف همدیگه رو میبرین,"""تنفر"""
1563,چرا اینقدر ضعف تو چشاته,"""غیرتنفر"""
1564,سحر جوون هر جور که راحتی عشق کن بیخیال بقیه هوای امیر خان و داشته باش,"""غیرتنفر"""
1565,یه مشت بیسواد تو مملکتن,"""تنفر"""
1566,چطوری با نوید کنار میای,"""تنفر"""
1567,هرکس میگه با تتلو تیک زده بلایکه بینم چند نفرصم,"""غیرتنفر"""
1568,خدایا مارو از شر این مسیولین که چه عرض کنم احمقها نجات بده دمت گرم سینا ی دونه‌ای واسه نمونه‌ای,"""تنفر"""
1569,بالاخره تو ترکیه با کی هستی,"""غیرتنفر"""
1570,بمونید  برای  هم  تا  همیشه,"""غیرتنفر"""
1571,اگه رو کار باشی یه ساعت اندازه یه لحظه است,"""غیرتنفر"""
1572,نور من چرا با این,"""غیرتنفر"""
1573,همه واسه خوندن کامنت اومدن,"""غیرتنفر"""
1574,من براش مرد بدنساز بودم ولی اون تتل بوکسور دوست داشت,"""غیرتنفر"""
1575,نفر بعدی کیه حاج خانوم,"""تنفر"""
1576,فرشته و نوید عزیز بابت میهمان نوازینون کمال تشکر رو دارم خیلی خوش گذشت,"""غیرتنفر"""
1577,سحرمجبوره ازهمه چی ازدنیای زندگی اش زده بشه و شخصیت خودشو نادیده بگیره,"""غیرتنفر"""
1578,چرا انقد به همه میچسبی من خیلی دوستت دارم واقعا دختر مستقل زیبا و تلاشگری هستی اما انقد نچسب یه عکس هم با اشکان خطیبی داشتی چسبیده بودی بهش به هرحال موفقتر از این ببینمت,"""غیرتنفر"""
1579,ای کاش این زیپ تاآخربازبشه تا گشایشی حاصل شه زیرگرونی له شدیم,"""تنفر"""
1580,زبونتو در بیار ببینم رنگارنگ هست یا نه,"""تنفر"""
1581,کاش به جای خانم فکور این میمون مرده بود,"""تنفر"""
1582,شب بخیر کرکره کامنتو میبندم,"""غیرتنفر"""
1583,من آیه الکرسی نذر کردم  شب بخونم بیاین باهم بخونیم که حاجت روا بشیم,"""غیرتنفر"""
1584,ای لعنت به پدر فیلترینگ جهان,"""تنفر"""
1585,بزودی آهنگ جدیدی از تتلو بنام خانم وزیری شماره دو یا همون خانم قریشی خونده میشه با تمام جزییات بدن سحرجون,"""تنفر"""
1586,دورباد آفت دورفلک از جان و تنتون,"""غیرتنفر"""
1587,چیز امیر تتلو چند سانت بود,"""تنفر"""
1588,میزاشتی نیسان ابی تموم شه بعد میرفتی خو نصف سریال به خاطر تو سانسور کردن تهشم چرت تموم شد,"""تنفر"""
1589,طلبه از تلمبه میاد روش تولید اخونده,"""تنفر"""
1590,ناموسن جوابم بده راستش بگو راسته ک تو عید عروسی میکنی باهمون,"""غیرتنفر"""
1591,معلیین قشر زحمت کشو مظلوم با کمترین حقوق و شریف‌ترین بایدم از زمین و زمان طلبکار باشیم ازشما مفتخورا که خیلی مفیدتریم,"""تنفر"""
1592,کاش به ما هممیدی میرفتی,"""تنفر"""
1593,ایشون هر کاری تو زندگیشون میکنن به خودشون مربوطه اما سو استفاده از موقعیتشون واسه پول زدن به جیب فکر کنم کار درستی نیست هر دو ماه یبار با یه نفر رل بزنن هم بد آموزی داره هم دارن از این راه پول در میارن هم شخصیت نداشته خودشون بیشتر از این زیر سوال میبرن حالا من خودم به شخصه طرفدارشون بودم ولی الان فقط متاسفم واسه ایشون,"""غیرتنفر"""
1594,با پول جمشید رفتی ترکیه,"""تنفر"""
1595,زیبا دیدن صادقانه عشق ورزیدن به ملیت نیاز نداره به قلب بی شیله پیله و آزاده دیدن نیاز داره,"""غیرتنفر"""
1596,سحر تتلو چی شدازکونش تاحالا چیزی کشیدی بیرون یه میلیاردی حداقل,"""تنفر"""
1597,خیلی تخمی خبر داشتی سلبرتی,"""تنفر"""
1598,درست نیست ولی یکی گف اینا یکروزی از هم طلاق میگیرن,"""غیرتنفر"""
1599,ده‌ی وه کیرمه و,"""تنفر"""
1600,هر چقدر برینی به این طلبه‌ها اونا سیر نمیشن,"""تنفر"""
1601,مبارکا باشه یه لایک خوشگل شرینیمون بده,"""غیرتنفر"""
1602,لبخند از ته وجود و همیشگی فرشته رو خریدارم چه امنیتی داره کنار مردی ک فقط برای خودشه,"""غیرتنفر"""
1603,بابا چرا رفتی پیش تتلو تتلو ک رد داده,"""تنفر"""
1604,واقعا رفتی پیش تتلوی کثیف,"""تنفر"""
1605,چشم و ابرو اش به باباش رفته,"""غیرتنفر"""
1606,خاک عالم که بخاطره پول زیر هرکسی میری سحرقریشیمنفورترین بازیگر ایران,"""تنفر"""
1607,حق نداری بگردی ایران ابروی ما ایرانیان بردی حالا رفتی با تتلو که زده خداواهلبیت و ایران,"""تنفر"""
1608,مگه شوهر تو ایران نبود رفتی اونجا با اینجور ادما ازدواج کردی,"""تنفر"""
1609,اینا  میلیون فالوور نیستن  میلیون احمق هستن نادان هایی که مغز ندارن متاسفانه,"""تنفر"""
1610,از شماها آدم فقط آرامش میگیره,"""غیرتنفر"""
1611,لاشی فقط میخواستی زندگی جمشید قاسمپورو خراب کنی,"""تنفر"""
1612,پشمام تا قبل تتلو میل فالور داشت الان میل,"""غیرتنفر"""
1613,واقعا این حماقتت دیگه خیلی اشتباه بدون برگشت بود,"""تنفر"""
1614,طلبه از زمین و زمان طلب کاره,"""تنفر"""
1615,واقعا بتمرگ سرجات اخوند مفت خور,"""تنفر"""
1616,چه قدر کنار هم قشنگینا,"""غیرتنفر"""
1617,یه ببر و یه پیشی,"""غیرتنفر"""
1618,پول‌های جمشیدو دادی تتل,"""تنفر"""
1619,اون دختره ک با تتلوعه دستاش همش تتوعه ولی دستا سحرو ببینید,"""غیرتنفر"""
1620,ببین مملکت چهل و سه ساله دست کیا افتاده,"""تنفر"""
1621,امیدوارم کنار سلطان امیر بزرگترین و بهترین اتفاقات براتون حاصل شه طبیعت تگهدارتون,"""غیرتنفر"""
1622,ای خدا گیر چه ادمایی افتادیم,"""تنفر"""
1623,به همین زودی پورن بازی کنی تبلیغ افزایش سایز باهات میگیرنناامید نباش و محکم ادامه بده,"""تنفر"""
1624,کارش جور کردن مخ زدن مردهاست,"""تنفر"""
1625,ماهم ی سروش جلیلی داریمتوآلمان باسمیرا خانم زندگی میکنههمیشه باگربه هاعشق میکنه و همیشه سرگربه‌ها باسمیرا دعوادارن وقهرمیکننآخه عشق ب گربه‌ها درحد مرگ حسادت میارهمراقب باشیدازماگفتن بود,"""غیرتنفر"""
1626,واقعا اون تابلو اعلانات چطور میتونی تحمل کنی,"""تنفر"""
1627,الان باید بگی خاک برسرتون اومدم ترکیه پیش امیر میخوام ازش لب بگیرم,"""غیرتنفر"""
1628,شب بخیر بچه‌ها کرکره کامنتو میبندم,"""غیرتنفر"""
1629,اخ اخ کی به من آمپول گوشتی میزنه,"""تنفر"""
1630,به کی ندادی تو این سینما برای معروف شدن شما به گند کشیدید ورفتید واقعا خدا رحم کنه با سیزده چهارده نفر بودی سیقه ورفاقت وخونه یکی وابروی این مملکت رو بردی,"""تنفر"""
1631,خیلی قشنگید خدا برای هم نگهتون داره,"""غیرتنفر"""
1632,اینا باید خودشون و صیانت کنن,"""تنفر"""
1633,ینی گو تو انتخابت طارمی بهتره الاغ یا تتل تخته سیاه واقعا ک,"""تنفر"""
1634,تتلو توی یوتوب گفته که دیگه هیچ پیج رسمی در اینستاگرام و یا تلگرام و یا هر شبکه مجازی دیگه‌ای نداره اون گفته تمام فعالیتش از این به بعد در یوتیوب شروع میشه به کانال یوتیوبش برید و سابسکرایبش کنید,"""غیرتنفر"""
1635,شعار نده همین افعانیا به خون ایرانی تشنه هستن پول ایرانو مسخره کردناب هیرمند رو بستن کلی به دختران و کودکان ایرانی تجاوز کردن,"""تنفر"""
1636,امیدوارم به زودی خبر مرگ تو رو بشنویم,"""تنفر"""
1637,فازتو از ازدواج با تتلو فق میخام بدونم,"""تنفر"""
1638,امید وارم روزی برسد که از قضاوت‌های نادرست بکاهیم و اندکی به عواقب تهمت هایی که به دیگران میزنیم بیندیشیم چه زندگی‌ها که با سخنان پوچ و بیهوده ویران کردیمبه امید جهانی زیباتر و بدور از قضاوت‌های نادرست,"""غیرتنفر"""
1639,تو خواب هم ولش نمیکنی,"""غیرتنفر"""
1640,از همون اول از سحر قریشی خوشم نمیومد به نظرم خیلی خزه,"""تنفر"""
1641,جدیدن چنگ تو چنگ شدی با تتل فیس تو فیس,"""غیرتنفر"""
1642,زیبایید شما چقد کلی عشق برای شما,"""غیرتنفر"""
1643,دوستان انقد قضاوت نکنید چارروز دیگه خدای نکرده اینم خودکشی میکنه عذاب وجدان میگیریدا,"""غیرتنفر"""
1644,عجب بیشعوریه که همش زر بیخودی میزنه ,"""تنفر"""
1645,تتلو بزن نفت در بیاد,"""تنفر"""
1646,چی از جون تتل میخوای زندگی جمشیدو که نابود کردی,"""تنفر"""
1647,فامیله جذاب‌تر از تو داریم مگ,"""غیرتنفر"""
1648,حالا یک حالا دو حالا سه حالا چهار حالا پنج حالا شش حالا هفت هفته‌ها هم بگذره یکی عین خودش و پیدا میکنه تو هم عین خودتو پیدا کردی,"""غیرتنفر"""
1649,یعنی ازدواج سحر قریشی و تتلو دروغه,"""غیرتنفر"""
1650,تارمی تموم شد تتل شروع شد,"""تنفر"""
1651,چرا ما رو صحنه سازی درست میکنید,"""غیرتنفر"""
1652,سحر راست میگن که با تتلو ازدواج کردی,"""غیرتنفر"""
1653,چشم بدخواهاتون کور شوه الهی,"""غیرتنفر"""
1654,خداکنه تتل غول مرحله آخر باش,"""غیرتنفر"""
1655,حال میکنی با تتلو هسیا,"""غیرتنفر"""
1656,اخه این اتل متل تتلو چیه مثل ی وزق یا غورباغه می‌مونه,"""تنفر"""
1657,سحرجان لطفا پیامای دایرکت رو بخون,"""غیرتنفر"""
1658, نه با خودت حال می‌کنم نه با شوهرت فقط بازیگر عالی هستید تمام,"""تنفر"""
1659,آخه مگه داریم بهتر از مهر ماهی‌ها,"""غیرتنفر"""
1660,حیف تو نیست رفتی پیش این تتلو حالم ازش بهم میخوره با اون خالکوبی هاش,"""تنفر"""
1661,اینکارا فقط برای اضافه کردن فالوره و مردم ساده وپرحاشیه دنبال حرف خاله زنی,"""تنفر"""
1662,قبلی برات مهدی طارمی بود ولی تو تتلو دوست داشتی  ,"""غیرتنفر"""
1663,فقط همین یه کلاه و داری,"""تنفر"""
1664,فردا ک جدا شدی توی یوتیوب و کنسرتش تما سایزای بدنت رو میگه نگه گشاد بود نخواستم ریدی بخودتتا اخر عمر باید برده جنسیش باشی یا بخوای جدابشی یا اون دیگ نخوادتت تتلو تک تک امار بدنتو میده بیرونتوی کنسرتحقیقتا تتلیتی‌ها میدونید چیه طرف ظاهر داشت ولی از نظر جلوبندی و اکسل مشکل حاد داشت,"""تنفر"""
1665,مبارک باشه صحر خانم ایشالا به پای هم پیرشید,"""غیرتنفر"""
1666,ملت احمق الاغ فکر نکنم تا حالا هم فهمیده باشن مملکت رو دست کیا دادن,"""تنفر"""
1667,حرف میزنن پول درمیارن والا چرت و پرت میگن پول درمیارن کاش دوتا حرف خوب میزدن,"""تنفر"""
1668,مرگ بر سینا زنش ومادرش,"""تنفر"""
1669,واقعا که بستگی داره کنار کی باشی,"""غیرتنفر"""
1670,به خدا تو این ماه واسه چهارمین باره میگن روز زنه شوخی شوخی روز سالو جدی جدی روز زن کردن,"""تنفر"""
1671,از همون اولم بازیگر نبود بیزنسی سینما بود,"""تنفر"""
1672,دوستای گلم میدونید چرا سحر قریشی رفته ترکیه باید بگم نرفته بلکه یه روشی از ترکیه اومده ایران اونم اینه بازیگر زن وسط فیلم مثلا نیسان آبی یه خبر عجیب حاشیه ساز در موردش میسازن اونم مهندسی شده که تعقیب کننده‌ی بیشتری پیدا کنند اینم همچین کاری کردن واسش ولی واسش متاسفم چرا این قضیه رو با تتلو قبول کرده آخه لامصب همه الان فک میکنن تتلو کارتو ساخته تو چرا واکنشی نشون نمیدی خوشت میاد برو اینهمه بازیگر خواننده خوشتیب آدم حسابی هست شایعه بساز کردنشم بهت بیاد نه اون عملی حال نداره قربونت آخه,"""غیرتنفر"""
1673,طارمی بشه یا تتلو بشه,"""غیرتنفر"""
1674,این فقط با شاطر نونوایی نبوده,"""تنفر"""
1675,خیلی بانمکه با این قد و اینا فک نمیکردم انقد خوب پیش بره واقعا استعداد مهم تره,"""غیرتنفر"""
1676,آخ دست بچه چی شده پانسمانه یا آنجوکت,"""غیرتنفر"""
1677,تتلو پاسپورت دخترایی که میرن پیشش میگیره و قبل از امیزش از پدر و مادرشون حلالیت طلب میکنه درضمن یه عکس هم از پاسپورت در گاوصندوق مخفی که داره به عنوان یادگار و آمار نگهداری میکنه,"""غیرتنفر"""
1678,فردا پس فردا خبر مرگ اینم میشنویم,"""تنفر"""
1679,طلبه‌ی بشکه‌ای خیلی مهمه بشکه یادتون باشه,"""تنفر"""
1680,آره والا کنار نوید عشق زمان معنی نداره,"""غیرتنفر"""
1681,دهمین بار در سال روز زنه,"""تنفر"""
1682,ای شیطون ایشالا که فقط در حد عکسه,"""غیرتنفر"""
1683,چرا ایشون تیک آبی ندارن,"""غیرتنفر"""
1684,نیمی از آزادی رو ندارن خوارمادر مردا رو آوردن جلوی چششون وای به حال اینکه نیم دیگشم بدست بیارن,"""تنفر"""
1685,مگه کسی به انتخاب ما توهین کرده که دارین توهین میکنید یه فکری به حال مغزهای زنگ زدتون بکنین,"""غیرتنفر"""
1686,نساز‌ترین زن‌ها زنان ایرانن,"""تنفر"""
1687,آنقدر رو مخم نرید چند روز روز زنه,"""تنفر"""
1688,پیج اصلی تتلو چی هستش اونایی که بلدن میشه بگن ممنونم,"""غیرتنفر"""
1689,تا کجا میخاید تو زندگی شخصی بقیه دخالت کنید خجالت بکشید قضاوت در مورد دیگران تا به کی,"""غیرتنفر"""
1690,سحر شما بازیگر خوب ایران هم خوشبخت بودی نمیخواست بری ترکیه,"""غیرتنفر"""
1691,فرزین اگه کامنت منو میبینی فلش منو بردار بیار ,"""غیرتنفر"""
1692,رابطهای سلبریتی‌های ما مثل فیلم‌های ترکیه شدهسحر قریشی رو طارمی میکرد الان نوبت تتلو شده,"""تنفر"""
1693,سحرتو چرا اینقدر حال بهم زنی آخه,"""تنفر"""
1694,کی لخت میشی میخایم ببینیم بدنتم عین فیست کیریه یا نه,"""تنفر"""
1695,حد و اندازت از قبل مشخص بود که دو زاری هستی,"""تنفر"""
1696,واقعا معلما زیاده خواه شدن نصف سالو که بیکارن حقوق مفت میگیرن نصف دیگه سال روهم فقط صبح تا ظهرن خدارو شکر تعطیلی هم که تو ایران کم نیست من نمیدونم دیگه توقع شون به چی هست واقعا زیاده خواهن تو کرونا هم لم دادن تو خونه فقط دستور میدن پول میگیرن فقط مادرا دیونه شدن این حقوق مفت رو خدایی باید بدن به مادرا که صبح باید بشین به بچهاشون اموزش بدن عصر بشینن دوباره تکلیف بچه هارو بگن,"""تنفر"""
1697,تعصف برای همچین آدمای که دارن به مملکت حکومت میکنن و تصمیم میگیرن,"""تنفر"""
1698,یعنی واقعا گوهتر از مملکت ما وجود نداره وقتی جونامون اینا باشن معلوم که این اخوندا تا روز قیامت چوب تو کونمون میزارن باهمه هستم حتا خودم,"""تنفر"""
1699,خدا لعنتت کنه پدر سگ,"""تنفر"""
1700,خو الان هدفت از این فیلمه چیع,"""تنفر"""
1701,یه چیزی بگو چرا ساکتی بابا علنی کنید دگ تو پیجت عکس دو نفره بزار,"""غیرتنفر"""
1702,حالا ای همه فیلم ع خدت گرفتی ک چی یه اهنگی یه اوهونگی دهنت باز کن ببینیم اصن میتونی حرف بزنی,"""تنفر"""
1703,پس این طور اینم طیغ بزن مثل جمشید,"""تنفر"""
1704,دمت گرم دقیقا خاک تو سر مردمانی که نمی‌فهمن نفهمن پرچمکسی که نمیدونن چه پخی با لا مبرند باعث تاسف متاسفم,"""غیرتنفر"""
1705,این کاسکشو کی مسئول کرده,"""تنفر"""
1706,تنبل‌ترین بچه‌ها که مغزشون نمیکشه درس بخوانند میروند آخوند میشوند چون به غیر از حرف زدن هیچ کار دیگری بلد نیستند,"""تنفر"""
1707,آخه چی می‌کشی تو,"""تنفر"""
1708,یکی نیست با ما دوست شه,"""غیرتنفر"""
1709,بنده خدا ب سحرحق بدین اخ سهمی ازاین دنیاوزگاربدش داره ومتاسفانه هنوزم تابحال کسی ن قدرشودونست ن کسی لیاقت شوداره,"""غیرتنفر"""
1710,سحر جان ما همیشه دوست داریم بچه تهرون پرچمت همیشه بالاست,"""غیرتنفر"""
1711,حالا دیگه قربونم بری خانوم قریشی,"""غیرتنفر"""
1712,چقد شما خوبین اخه من با دیدن شما و اینکه چقد خوب حامی همدیگه هستین انرژی میگیرم,"""غیرتنفر"""
1713,خبر رسید امیر تتلو با سحر قریشی تیک زدن,"""غیرتنفر"""
1714,سینا جان به خدا حرف هات طلاست چه قدر این آخوندها پررو هستن,"""تنفر"""
1715,شب که میشه باکی بخوابم,"""غیرتنفر"""
1716,سحر قریشی هم یک روزی به سر نوشته ازاده دچار خواهد شد سوخت و تموم شد رفت,"""تنفر"""
1717,از اتیش بازی‌ها سوختن چه خبر برا تتلو اتیش درست نکردی  تا فیلم اند فیرون ازتون همش اتیش داری درست میکنی,"""تنفر"""
1718,تو هم توی بل بشو بازار سوراخ دعا راپیداکردی بانشون دادن اندام زنان وسیرکی که راه انداختی یهنون وفالووری درمیاری,"""تنفر"""
1719,اینا ابروی اریایی و تمام شاه‌ها رو بردن ایکاش پهلوی بود,"""تنفر"""
1720,وقتی دین و ایمان از جامعه بره امثال شما بایدم کپکشون خروس بخونه,"""غیرتنفر"""
1721,من براش بهنام بانی بودم اما اون تتلو دوست داشت,"""غیرتنفر"""
1722,واقعا زوج و بازیگر فوق العاده ایی هستین,"""غیرتنفر"""
1723,فقط اونجا که تو آهنگ انتظار میگهخورشید من چشای توعهسحر چشای توعه,"""غیرتنفر"""
1724,درود به شرفت به هیچ مردی نمیتونی نه بگی ایشالا از تتلو طلاق بگیری منم میام خواستگاری به امید خدا,"""تنفر"""
1725,پایی گربه رو چی شده,"""غیرتنفر"""
1726,سکینه جان اون روسری را سرت کن,"""تنفر"""
1727,انگار الان از مورده شور خونه درتون اوردن,"""تنفر"""
1728,مگه به استیکر هاش بدی,"""تنفر"""
1729,خداشوک شدیم ازاین سلبریتی هابس دیگه مصخره,"""غیرتنفر"""
1730,قشنگین همیشه قشنگ بمونین باهم,"""غیرتنفر"""
1731,خدا حافظتان باشد در همه حال,"""غیرتنفر"""
1732,دل تو ویران دل مه ویران رو موجا رفت گل عشقما,"""غیرتنفر"""
1733,دو لوس وملوس دریک قلب,"""غیرتنفر"""
1734,سحر راسته میگن کصتو گذاشتی حراج,"""تنفر"""
1735,با پول جمید قاسمپور فرار کردی رفتی پیش تتل,"""تنفر"""
1736,خوبه آخونده خودش اعتراف میکنه هیچ مهارتی نداره پول چی رو میگیری بی مهارتی,"""تنفر"""
1737,حالم دیگه ازت بهم میخوره,"""تنفر"""
1738,میلیون نفر از طرف تتلو فالوت کردن بکش بیرون از سلطان,"""تنفر"""
1739,اینقدرازجمهوری اسلامی کم آوردن دست به چه کارهای می‌زنند آخردق میکنید,"""تنفر"""
1740,چقدر ننر این سوسول بازیا نمیاد به محمدزاده,"""تنفر"""
1741,ببین تو چقدر بلدی خدایی هم کشف حجاب نکردی هم عکس واقعی نزاشتیکه عشق وحالت که تموم شد برگردی ایران خیلی راحت هم بگی من کاری نکردم همه اونا هم فتوشاپ بوده ببین یعنی آخر حروم زاده‌های عالمی ایول داری,"""تنفر"""
1742,تاج تتلو کنار قلب گذاشتی کهی میخوام باور کنم تو نیستی ک رفتی پیشش نمیشه,"""غیرتنفر"""
1743,چقدر خنکراستی اقاسینا ازمامانت در مورد پدرت پرسیدی,"""تنفر"""
1744,سلام خانم قریشی من این چند وقت که شما تحت فشار بودید کلی اذیت شدم خداییش خیلی تحملتون بالاست من به سهم خودم عذر میخوام نه بخاطر اینکه بازیگرید فقط چون ماها ایرانیها برای دیده شدن خودمون هر کاری,"""غیرتنفر"""
1745,لیاقتت همین تتلو بیش نیس خاک تو سرت تو که میخواستی شوهر کنی یه شوهر جنتلمن با شخصیت انتخاب میکردی آخه این چرند چیه تنها افتخارش اینه فوش ناموسی بده با قیافه‌ای عجب وجغش,"""تنفر"""
1746,سینا نگو ماشین شاش پاش بگو,"""تنفر"""
1747,فکر کن طلبه بره واسه تحقیقات علمی البته فکر کنم کارخونه جنرال موتورز رو طلبه‌ها کلنگشو زدن انقدر پیشرفت کرده,"""تنفر"""
1748,این تتل دیگه طارمی نیست هاتتل چنان میزنه که نفت دربیاد,"""تنفر"""
1749,پیج تتلو رو کی دارع,"""غیرتنفر"""
1750,میگم تتلو میزنه نفت در میاد,"""تنفر"""
1751,هر چی افغانیها ریخته زیر پیچ سکینه,"""تنفر"""
1752,شب‌ها نمی‌ترسی پیش تتلو بخوابی با اون همه خال کوبی من که مرد هستم تو فیلم ببینمش یاد ارواح می‌گفتم بازم خود دانی,"""تنفر"""
1753,اقا دویست شش نیست اون روز تو خیابون دیدی اشتباه بوده,"""غیرتنفر"""
1754,سینا هزار سال زنده باشی و بربنی ب ابن آخوندا الهی آمین,"""تنفر"""
1755,اوف رفتی نیسان ابی رو خراب کردی سحر,"""تنفر"""
1756,شوهر نو مبارک انشاالله چرخش برات بچرخه,"""غیرتنفر"""
1757,بچه‌ها بخوابید دیگه کرکره کامنتو بستم,"""غیرتنفر"""
1758,امیدوارم بهترین لحظه هارو کنارش سپری کنی,"""غیرتنفر"""
1759,فرخنده باد به امید ازادی,"""غیرتنفر"""
1760,یعنی بین این همه کامنت یه شوهر پیدا نمیشه,"""غیرتنفر"""
1761,همه عاشق تتلو میشن چون خودشه نقش بازی نمیکنه,"""غیرتنفر"""
1762,تو روحتون بااین کارا تون,"""تنفر"""
1763,خوشحالم چون واقعا مهدی حیف بودبا دل ساده عاشق هرزه‌ای مثله تو شده بوداینو یادتنگه دار حالا شاید خدا اونجوری که ما فکر میکنیم نیسامایروز بدجور میزاره تو کاستایشونم چن وقت نشده عین آشغال میندازدت دورحالا ببین,"""تنفر"""
1764,انگار اون چیزی که فکر میکردی نشد یه پشیمونی خاصی توی قیافت هست,"""غیرتنفر"""
1765,تتل کو تو عکسهات نیست خوب لاک میزدی واسه تتل,"""غیرتنفر"""
1766,ناموسا چیزی زدی یسره به دوربین خیره شدی,"""تنفر"""
1767,باز روز زن شدناموصا دهنم کف کرد از بس روز زن رو تبریک گفتم,"""تنفر"""
1768,بیجاکردی عکس ولوگو لیدی تعادل روگذاشتی روپروفایلت,"""تنفر"""
1769,اتفاقا امثال تو رو بیمهارت بیتربیت کردن,"""تنفر"""
1770,بسه بابا حالمونو بهم زدی,"""تنفر"""
1771,هرکسی حق انتخاب حق زندگی داره در لحظه زندگی کن,"""غیرتنفر"""
1772,ریدم وسط جمهوری اسلامی عربی ایرانی,"""تنفر"""
1773,شاید دلت خواسته این تجربه رو داشته باشی شاید تو رویاهات میدیدی که کنار تتلو باشی و شاید دنبال جنجال و هیجان بودی ولی هیچکدوم اینا دلیل نمیشه که قضاوتت کنیم با ارزوی بهترینها,"""غیرتنفر"""
1774,تتلو باور نکردم من طرفدار شم به پای هم پیر شید,"""غیرتنفر"""
1775,دوتا از اسطوره‌های سینمای ایران,"""غیرتنفر"""
1776,عزیز دلم فقط خدا می‌دونه که چقدر سختی تحمل کردی چقدر بهت حرفای بی ربط زدن اما تو قوی موندی و به روی ماهت نیاوردی عزیزم برات آرزوی بهترین هارو دارم و دلم می‌خواد شاد و خندون ببینمت لطفا قوی بمون و لبخندهای زیباتو بهمون هدیه بده,"""غیرتنفر"""
1777,به تتلو کن دادی اوزی بیتربیت,"""تنفر"""
1778,خوب واسه تتل بخوریش سحر جان,"""تنفر"""
